ˈwaɪz.li	wisely
əˈkaʊn.tənt	accountant
ˌnɒt.wɪðˈstæn.dɪŋ	notwithstanding
sker	scare
ˈræl.i	rally
ˈsɪmp.təm	symptom
ˌʌn.əˈweər	unaware
əˌlɒŋˈsaɪd	alongside
tend	tend
əˈkeɪ.ʒən.əl	occasional
prɑːd	prod
ˈθɜːroʊ	thorough
ˈɔː.səm	awesome
ˈkwɒləti	quality
ˈɪn.stənt	instant
ˈɡlæm.ər.əs	glamorous
ˈiː.stər	Easter
seɪdʒ	sage
ˈræs.kəl	rascal
tʃɜːrtʃ	church
ˌprəʊ.ɪˈbɪʃ.ən	prohibition
ˈek.sɪ.kjuːt	execute
ˌdekəˈreɪʃn	decoration
ˈmɪsˌkær.ɪdʒ	miscarriage
ˈluːk.wɔːm	lukewarm
əˈsɔːt.mənt	assortment
ˈpaɪə.t̬i	piety
ˈbʊl.i	bully
sɪft	sift
ˈaʊt.leɪ	outlay
ˌɪn.təˈsek.ʃən	intersection
ˌsen.sɪˈtɪv.ɪ.ti	sensitivity
dʒuːˈdɪʃ.əl	judicial,judicial
ˈpɜːsənl	personal
ˈprəʊtest	protest
ˈrʌd.ər	rudder
ˈwɪtnəs	witness
spɔːt	sport
ˈkætəɡɔːri	category
ˈɜːbən	urban
ˈpeɪnˌkɪl.ər	painkiller
kənˈfɜːr	confer
ɡɪld	gild
ˈkæp.rɪ.kɔːn	Capricorn
ɒn	on
vɪˈveɪ.ʃəs	vivacious
ˈherdresər	hairdresser
ˈɡaɪ.dəns	guidance
ˌprɒb.əˈbɪl.ɪ.ti	probability
dɪsˈlaɪk	dislike
ˈhɑːt.breɪk	heartbreak
ˌentərˈteɪnmənt	entertainment
rɪˈstrɪkʃn	restriction
dɪˈfen.sɪv	defensive
ˌpɒpjuˈleɪʃn	population
pɪr	peer,pier
ˌentəˈteɪnɪŋ	entertaining
əkˈses.ər.i	accessory
dɪˈpend	depend
ˌpɔːtˈfəʊ.li.əʊ	portfolio
rɪm	rim
spæm	spam
ˈbeɪ.kər.i	bakery
məʊl	mole
ˈep.ɪ.səʊd	episode
ˈmiːn.taɪm	meantime
ˈætrɪbjuːt	attribute
kənˈkɜːr	concur,concur,concur
ɡes	guess
ˈprefrəns	preference
pəˈlaɪt	polite
trænˈsplɑːnt	transplant
tɔː(r)	tour
ˈsɜːtn	certain
əˈprɑːksɪmətli	approximately
ˈjʌm.i	yummy
ˈsɪr.əm	serum
buːst	boost
ˈsəʊ.ʃə.bl̩	sociable
swɔːm	swarm
ˈlɔːjə(r)	lawyer
ˌwɒt.səʊˈev.ər	whatsoever
ˈkʌltʃər	culture
ɪnˈveɪ.ʒən	invasion
ɡeɪl	gale
ˈɪnstɪtuːt	institute
kənˈdɪʃn	condition
ˈmɔːr.ɑːn	moron
ˈsɜːneɪm	surname
ɡəˈrɪl.ə	gorilla
ˌʌn.aɪˈden.tɪ.faɪd	unidentified
ˈæm.bər	amber
kənˈsuːmər	consumer
luː	loo
ˌrek.ənˌsɪl.iˈeɪ.ʃən	reconciliation
ˈhɪrɪŋ	hearing
ˈkwɒlɪfaɪd	qualified
əʊk	oak
ˌkwɑːlɪfɪˈkeɪʃn	qualification
kənˈtrɪbjuːt	contribute
ˈdaʊn.ləʊd	download
ɪkˈspaɪər	expire
ˈfedərəl	federal
klɜːrk	clerk
wiːt	wheat
əˈniː.mi.ə	anaemia
ˈseɡ.mənt	segment
ˈret.ɪ.njuː	retinue
ˈæf.tɚ.θɑːt	afterthought
lɜːn	learn
kənˈfes	confess
swel	swell
ˈkɑː.sɪk	carsick
ˈɪntəvjuː	interview
kənˈvɪn.sɪŋ	convincing
ˈskɑː.lɚ	scholar
doʊs	dose
kænˈtiːn	canteen
tɑːrt	tart
dʌv	dove
əˈtəʊn.mənt	atonement
ˈlɑː.zəndʒ	lozenge
æmˈbɪʃ.əs	ambitious
ræp	wrap,rap
ˈfjʊə.ri.əs	furious
ˈbɑːɡən	bargain
ˈter.ə.faɪ.ɪŋ	terrifying
ˈplɑː.stər	plaster
ˈvɪdʒ.ɪ.ləns	vigilance
ɡlaɪd	glide
dɪˈzɜːrv	deserve
ˌsaɪ.kəlˈɒdʒ.ɪ.kəl	psychological
wɒnd	wand
ɪnˈfɪə.ri.ər	inferior
ɪˈræt.ɪk	erratic
dɪˈstrɔɪ	destroy
ˈwaɪ.dən	widen
griːs	Greece
ˈfuːl.pruːf	foolproof
stʌmp	stump
ɪnˈflæm.ə.bl̩	inflammable
ˌɪn.sɪˈkjʊər	insecure
buːθ	booth
ˈdaɪ.əl	dial
ˈtəʊ.kən	token
ˈheɪ.zəl	hazel
dɪm	dim
dɪˈstɜː.bəns	disturbance
ˈdraɪvə(r)	driver
ˈfleɪvə(r)	flavour
ˈtaɪdi	tidy
ˈtʃæn.səl.ɚ	chancellor
əˈɡen	again
ˈpetrəl	petrol
delt	dealt
dʒuˈlaɪ	July
ˈmɜː.mər	murmur
kənˈvɜːrt	convert
kənˈveɪ	convey
ðɪs	this
kaʊ	cow
bɪˈfɔː.hænd	beforehand
ˈkɔːr.ɪ.dɚ	corridor
pep	pep
ˈpær.ɪʃ	parish
ɔːf	off
rɪˈdʒek.ʃən	rejection
ˈlɒri	lorry
əkˈses.ə.bl̩	accessible
məˈʃiːnəri	machinery
ˈlɪt̬.ɚ	litter
ˈsæl.vɪdʒ	salvage
priːˈdestɪn	predestine
ɡʌn	gun
dɪˈfɪʃ.ən.si	deficiency
tɑːŋz	tongs
ˈlev.i	levy
ˌæb.nɔːˈmæl.ə.ti	abnormality
sɔːd	sword
ˈjuːnɪt	unit
pet	pet
ˈɪn.fən.tri	infantry
ˈkrɪp.l̩	cripple
ˈpɑːtnə(r)	partner
bɑː(r)	bar
ˈveriəs	various
ˈlɪz.əd	lizard
ˈdʒɒɡ.ɪŋ	jogging
lɔː	law
ˈsɪti	city
ˈdjuːti	duty
dɪˈprest	depressed
ˈkɑː.lɚ	collar,caller
mɔːrˈoʊvər	moreover
ˈfɒs.əl	fossil
daɪ	die,dye
θɔːt	thought
ˈvɝː.sə.t̬əl	versatile
ˈwɝːk.ʃɑːp	workshop
ˈæŋkl	ankle
ˈaʊtər	outer
ˈfɔːməli	formerly
ˈfəʊl.dər	folder
kloʊz	close
ˈsekənderi	secondary
θɪəˈret.ɪ.kəl	theoretical
ɪmˈbærəsmənt	embarrassment
ˈdɒlə(r)	dollar
ˈpɒt.ər.i	pottery
əˈɡreʃ.ən	aggression
ˈskæl.i.ən	scallion
mɑːp	mop
ˈpɪt.i.fəl	pitiful
ˈhəʊm.sɪk	homesick
ˈaɪərn	iron
ˈhek.tɪk	hectic
ˈpæt.ər	patter
fəˈtɒɡrəfə(r)	photographer
ˈkɒk.teɪl	cocktail
ˈmæd.mən	madman
seɪm	same
ˈɪd.i.əm	idiom
ˈpɑː.sli	parsley
ɪnˈrɪtʃ	enrich
prɑːkˈsɪm.ə.t̬i	proximity
ˈkʌn.dʒər	conjure
ˈɪnstɪtjuːt	institute
ˈθaʊznd	thousand
ˈprɒpəti	property
ˈkɑːntɪnənt	continent
ˈsɜːtnli	certainly
ˈtræfɪk	traffic
ədˈvaɪz	advise
hɝːl	hurl
ˌrev.əˈleɪ.ʃən	revelation
hʌɡ	hug
ɪˈlekʃn	election
ˈkɑːdbɔːd	cardboard
ˈkɑː.lɪˌflaʊr	cauliflower
ˈpær.ə.bl̩	parable
pɑːp	pop
dɪˈspeər	despair
ˈtres.pəs	trespass
ˈkaɪndli	kindly
hjuːˈmæn.ə.ti	humanity
ˌaʊtˈɡəʊ.ɪŋ	outgoing
ˈsɪn.ɪ.kəl	cynical
pɑːt	part,pot
ˈsʌndeɪ	Sunday
ˈsæləd	salad
kriˈeɪ.ʃən	creation
ɪˌlekˈtrɑːnɪk	electronic
ˈeɪ.li.ə.neɪt	alienate
bəˈləʊ.ni	baloney
ˈbjuːtɪfl	beautiful
ʤʌkstəpəˈzɪʃn	juxtaposition
ɪmˈplæk.ə.bl̩	implacable
ˈmedsn	medicine
leɪd	laid
ˈræʃ.ən.əl	rational
ˈkʌm.fi	comfy
rætɪfɪˈkeɪʃn	ratification
ˈkɒntækt	contact
ˈdʒenrəl	general
ʃɑːk	shock,shark
ˈkɒŋɡres	congress
ɪˈtɜː.nəl	eternal
əˈdɪk.tɪd	addicted
ˈles.ər	lesser
bɔːn	born
ˈeɪ.mi.ə.bl̩	amiable
elk	elk
prəʊb	probe
pleɪ	play
wɪəd	weird
dɪˈvaɪs	device
sepˈtembə(r)	September
ˈmær.əʊ	marrow
tempt	tempt
siː	see,sea
klæn	clan
əˈvaʊ	avow
ˈhed.laɪn	headline
ˈrekən	reckon,reckon
ɔːt	ought
wɪm	whim
ˈel.ə.kwənt	eloquent
ˈdjuː.bi.əs	dubious
ɪnˈvʌl.nər.ə.bl̩	invulnerable
ˈɑːkjupaɪ	occupy
ˈsɜːkəmstəns	circumstance
ˈvɜː.dʒɪn	virgin
ˈdəʊ.nər	donor
ˈseɪlə(r)	sailor
ˈfɪt.nəs	fitness
ɡroʊn	groan
fləʊn	flown
kɒst	cost
bleɪz	blaze
ˈmembərʃɪp	membership
taɪd	tide
ˈkrɪt.ɪk	critic
ɡloʊ	glow
ˈstuːdnt	student
ˈtɔːr.tʃɚ	torture
ˈplætfɔːm	platform
ˈɒk.sɪ.dʒən	oxygen
ˈtwɪt̬.ɚ	twitter
ˈkaʊnt.daʊn	countdown
ˈmeɪl.mæn	mailman
əv	of
ədˈvɑːns.mənt	advancement
ˈklev.ə.nəs	cleverness
kiːl	keel
ˈmʌðər	mother
ʃeə(r)	share
ˈfɒnd.nəs	fondness
hɪə(r)	here
ˌdaʊnˈsteəz	downstairs
vɒlt	vault
ˈkɒr.ɪ.dɔːr	corridor
ˈklɑː.si	classy
kənˈsɪdərəbli	considerably
ˈdʒɒɡ.l̩	joggle
ˈnɔːrðərn	northern
dəʊp	dope
ˈlev.ɚ	lever
ˈbʌk.l̩	buckle,buckle
ˈsen.tɪ.mənt	sentiment
pɑːˈster.ə.t̬i	posterity
ˌʌnɪkˈspektɪd	unexpected
ɪˈkweɪ.ʒən	equation
ˈvɪs.tə	vista
sɜːr	sir
daɪˈvɜː.ʃən	diversion
ˈkɔː.rəs	chorus
snoʊ	snow
ˌʌn.prəˈfeʃ.ən.əl	unprofessional
ˈem.pər.ər	emperor
wæk	whack
kæpˈtɪv.ɪ.ti	captivity
ɪnˈhæb.ɪt	inhabit
ɪnˈkɒm.pɪ.təns	incompetence
ˈren.ə.sɑːns	renaissance
ˈpɪriəd	period
ˈhɪd.ən	hidden
ˈplɔː.zə.bl̩	plausible
əˈsɪst	assist
ˈfɑrˌsɑɪ·t̬ɪd	farsighted
ˌædməˈreɪʃn	admiration
ʃɜːrt	shirt
ˈprɑːbləm	problem
nʌt	nut
ˈprɑːdʌkt	product
ˈklɪə.rəns	clearance
ˈprəʊ.naʊn	pronoun
ɑːr	our,are
ɒmˈnɪp.ə.tənt	omnipotent
ˈkʌl.ɪ.nər.i	culinary
mʌtʃ	much
ˈɔːlweɪz	always
fərˈevə(r)	forever
elf	herself,elf
sɪˈkjʊərəti	security
ɪnˈseɪn	insane
ˈtʃænl	channel
ˈeniθɪŋ	anything
ˈtʃɪə.rɪŋ	cheering
ɪnˈvɪz.ɪdʒ	envisage
ˈlɑː.stɪŋ	lasting
ˈspeɪs.ʃɪp	spaceship
ˌluːkˈwɔːm	lukewarm
əˈsper.ɪ.ti	asperity
əkˈnɑːlɪdʒ	acknowledge
ˈmɔːrəl	moral
dɪˈraɪv	derive
ˈfɒləʊ	follow
ˈsentə(r)	centre
ˈkændi	candy
mjuˈziːəm	museum
fraɪz	fries
ˌʌn.dəˈstæn.də.bl̩	understandable
ˌɪn.kənˈviː.ni.əns	inconvenience
ˈwɜːrʃɪp	worship
ænt	aunt,ant
ˈrɪb.ən	ribbon
ˈsuː.pə.vaɪz	supervise
dɪsˈfʌŋk.ʃən.əl	dysfunctional
sɪˈlek.tɪv	selective
læst	last
ˈɔːtəm	autumn
ʃeɪv	shave
ˈdʒæk.pɒt	jackpot
wɒnt	want
ɜːθ	earth
dɪˈstɜːrbɪŋ	disturbing
ˈhev.i.nəs	heaviness
præŋk	prank
ɡʌst	gust
ˈkɑː.tən	carton
əˈdɔːnmənt	adornment
ˈhjuːmən	human
ˌruː.dɪˈmen.tər.i	rudimentary
spent	spent
səˈpɔːrt	support
naʊn	noun
tʃɔɪs	choice
ˈefərt	effort
dɪˈfaɪ	defy
ˈpɑːsəbl	possible
ˈdʒʊr.i	jury
ˈwɪr.i	weary
ˈʃæɡ.rɪn	chagrin
ˈfɜːst.li	firstly
ˈklaɪmɪŋ	climbing
kjʊr	cure
əbˈsɔːb	absorb
kəˈsiː.nəʊ	casino
ˈʌltɪmətli	ultimately
rɪˈzɪstəns	resistance
ʌnˈtruː	untrue
ʃɔːrt	short
ˈden.sɪ.ti	density
ˈloʊkeɪtɪd	located
mʌʃ	mush
ˈʃeɪ.di	shady
pɝːtʃ	perch
əˈpend	append
ˈpleʒər	pleasure
ˈfaɪnæns	finance
ˈɒpəreɪt	operate
ˈfæktər	factor
ˈlaɪ.kɪŋ	liking
sfɪər	sphere
ˌəʊ.vəˈwelm	overwhelm
ˌkɒn.stɪˈtjuː.ʃən	constitution
rɒŋ	wrong
ˌmel.ə.drəˈmæt.ɪk	melodramatic
æsk	ask
səbˈdʒek.tɪv	subjective
brʌntʃ	brunch
ˈpiːpl	people
ˈtelɪfəʊn	telephone
ˌæm.jʊˈnɪʃ.ən	ammunition
ˈmaɪ.krə.fəʊn	microphone
ˈkriː.meɪt	cremate
ɪnˈdɔːs	endorse
ɪmˈpen.dɪŋ	impending
fɪl	fill
sɑːlv	solve
prəˈnaʊns	pronounce
ˌɪndɪˈpendənt	independent
ˈbetɪŋ	betting
ˈpaɪ.rət	pirate
ɪnˈten.sɪv	intensive
ɪkˈskluː.ʒən	exclusion
ɪˈspeʃəli	especially
ˈfɔːrml	formal
ˈeθ.ɪk	ethic
ˌdɪs.kəˈnekt	disconnect
ˈmæn.ɪ.kjʊər	manicure
swer	swear
kɜːrv	curve
kənˈtentmənt	contentment
ˈsɪlvər	silver
əˈveɪləbl	available
ˈprem.i.eər	premiere
ˌləʊ.kəˈməʊ.tɪv	locomotive
dɔː(r)	door
krest	crest
ˈflʌr.ɪʃ	flourish
klɔːθ	cloth
ˈtes.tɪ.mən.i	testimony
ˈpen.dɪŋ	pending
ˈjuːsləs	useless
dʒuːs	juice
ˈkɒnfərəns	conference
vaʊ	vow
ˈstɝː.ɪŋ	stirring
spriː	spree
ˈænɪml	animal
ˈbrəʊ.kər	broker
hɒt	hot
ˈbroʊ.kɚ	broker
əˈnæl.ə.dʒi	analogy
ˈflæt.li	flatly
ˈnæv.ɪ.ɡeɪt	navigate
prɪˈdɪkt	predict
mæl	mall
ˈɡræf.ɪks	graphics
dʌŋk	dunk
keɪm	came
praʊd	proud
ˌelsˈwer	elsewhere
ˈpəʊ.stər	poster
rɪˈflekt	reflect
ˈsem.i	semi
kəmˈpel	compel
ˈsəʊldʒə(r)	soldier
ˈsentrəl	central
ʌnˈfɔːtʃənətli	unfortunately
ɪnˈfest	infest
ˈɡruː.əl	gruel
ˈhaɪli	highly
ˌvaɪəˈlɪn	violin
ˈbiː.pər	beeper
trɒl	troll
θɚˈmɑː.mə.t̬ɚ	thermometer
ˈʃaʊə(r)	shower
ˈwɜːθ.ləs	worthless
rɪˈstrɪktɪd	restricted
ˈmɪs.tɪk	mystic
ˈeniwer	anywhere
ɜːdʒ	urge
dɪˈtɜːr	deter
krəʊ	crow
fəˈɡet.fəl	forgetful
bænd	band
haʊˈevər	however
ˌʌndərˈniːθ	underneath
ˌpʌblɪˈkeɪʃn	publication
ˌrekəˈmend	recommend
ʌp	up
ɪnˈfleɪ.ʃən	inflation
sled	sled
wɒtˈevə(r)	whatever
ˈfɜː.nɪʃ	furnish
kənˈdʒʌŋk.ʃən	conjunction
ˈmeʒə(r)	measure
ˌθiː.əˈlɒdʒ.ɪ.kəl	theological
ˌɒl.təˈreɪ.ʃən	alteration
ˈfrʌn.tɪdʒ	frontage
ˌprɒp.əˈzɪʃ.ən	proposition
dɪˈsiːst	deceased
ˌrez.ɪɡˈneɪ.ʃən	resignation
ˈet̬.ɪ.kət	etiquette
bɑːɡ	bog
ˈɑː.pə.reɪ.t̬ɚ	operator
ˈkræk.ər	cracker
ˈmaɪ.ɡrənt	migrant
koʊt	coat
ˈmæm.əl	mammal
pəˈpetʃ.u.əl	perpetual
ˈskæl.pəl	scalpel
rɪˈpruːv	reprove
fɔːrs	force
dɒɡ	dog
ˈmæɡəziːn	magazine
kənˈfrʌnt	confront
dɪˈspens	dispense
ˈbel.əʊ	bellow
ðəʊz	those
kaʊtʃ	couch
dʒeɪd	jade
ˈendʒɪn	engine
stɑːk	stock,stalk,stark
prɪˈsaɪs	precise
kəmˈpæn.jən	companion
ˈbɑː.tər	barter
ˈen.tə.praɪz	enterprise
ekˈses.ɪv	excessive
əˈlaʊ	allow
əˈfekʃn	affection
ˈæs.et	asset
ˌdɪsəˈpruːvl	disapproval
ˈfʌn.əl	funnel
ˈfæs.aɪl	facile
flæmˈbɔɪ.ənt	flamboyant
boʊn	bone
ɪz	is
ˈtel.ɪ.ɡrɑːf	telegraph
flɑːɡ	flog
ɪnˈæk.ʃən	inaction
diːp	deep
əˈtæk	attack
luːs	loose
ˈen.i.haʊ	anyhow
ˈlʌl.ə.baɪ	lullaby
riːˈɔː.ɡən.aɪz	reorganize
ˈklem.ən.si	clemency
ˈmjuːzɪk	music
ˈhezɪteɪt	hesitate
ˌɪnstɪˈtjuːʃn	institution
kæf	calf
ˈbaʊn.ti	bounty
ˈtʌtʃ.i	touchy
ˈɪm.ɪ.nənt	imminent
lɜːrn	learn
ˈbɑː.bɪ.kjuː	barbecue
ˈriː.fɪl	refill
deɪm	dame
ˈɒp.tɪ.kəl	optical
ˈkɑːk.roʊtʃ	cockroach
ˈswɪn.dəl	swindle
skɪl	skill
peə(r)	pair
ˈserəmoʊni	ceremony
rɪˈzaɪn	resign
dent	dent
ˌdiː.viˈeɪ.ʃən	deviate
ˈplænɪŋ	planning
ˌməʊ.tɪˈveɪ.ʃən	motivation
wɔːrp	warp
ɪmˈbɒd.i	embody
ˈfɔːml	formal
hʌŋ	hung
ˌrepjuˈteɪʃn	reputation
ˈhaɪ.kɪŋ	hiking
fɔːrˈstɑːl	forestall
tɔːk	talk
klɑːk	clock,clerk
tuːl	tool
ɡlæns	glance
eər	heir,err
ˈsɔː.sər	saucer
ˈbɔɪ.kɒt	boycott
ækˈsiːd	accede
ˈæp.l̩	apple
ˈnaɪnti	ninety
ˈrɔɪəl	royal
ˈɑːrtɪst	artist
ˈviːəkl	vehicle
kənˈtɪn.ju.əl	continual
ˈlæt.ɪs	lattice
spɪr	spear
hʊk	hook
ˈfriːkwənt	frequent
liːf	leaf
fɔːrt	fort
ˈtæksˌpeɪ.ər	taxpayer
ˈeksələnt	excellent
ˈæm.ə.rəs	amorous
sərˈpraɪz	surprise
tɔɪ	toy
ˈdʒɪn.dʒər	ginger
əˈpɔː.lɪŋ	appalling
ˈsem.bləns	semblance
ˈɑːftə(r)	after
pɜːl	pearl
dɪˈzɒlv	dissolve
əˈkɔː.dəns	accordance
ˈkæp.tɪ.veɪt	captivate
ˈkeɪbl	cable
lɔːntʃ	launch
ɪkˈsploʊʒn	explosion
wæks	wax
ˈtʊə.nə.mənt	tournament
ˈwɪl.də.nəs	wilderness
ˈnʌt.i	nutty
ˈfem.ɪ.nɪst	feminist
ˈʌðəwaɪz	otherwise
ˈhɔːn.tɪŋ	haunting
ˈɔːrɪənt	orient
meɪl	mail,male
skriːtʃ	screech
ˈɔːltər	alter
ɪˈnæk.jʊ.rət	inaccurate
ˈtrʌstˌwɜː.ði	trustworthy
hiːd	heed
lɑːt	lot
kəmˈpæt.ɪ.bl̩	compatible
mɜːdʒ	merge
ˈtɪm.ɪd	timid
fluːt	flute
ˈfɔːrkæst	forecast
əˈkeɪʒnəli	occasionally
fæt	fat
bɜːd	bird
stəʊn	stone
ˈwɪz.dəm	wisdom
bɑːdʒ	barge
ˈtoʊ.stɚ	toaster
ˌəʊ.və.prəˈtek.tɪv	overprotective
fɑːst	fast
ˈrev.ər.əns	reverence
sens	sense
ˈlaɪ.tən	lighten
ˈmærid	married
ˈɔː.rəl	oral
ɪnˈdʒʌs.tɪs	injustice
ˈpɒm.ɪˌɡræn.ɪt	pomegranate
sɪns	since
ˈdæɡ.ər	dagger
ɔːɡˈment	augment
den	den
ɪnˈfɜːr	infer
smɪθ	smith
brɔːd	broad
həˈləʊ	hello
ˈeniweə(r)	anywhere
klɑːs	class
ˈʌŋkl	uncle
əˈfeə(r)	affair
ˈwɔːr.droʊb	wardrobe
ˌkɒm.plɪˈkeɪ.ʃən	complication
fəˈɡeɪv	forgave
ˈɪntə	into
ɪˈluː.mɪ.neɪt	illuminate
snʌɡ	snug
əˈbreɪ.sɪv	abrasive
feɪk	fake
rɪˈliːs	release
ˈθɜːrzdeɪ	Thursday
ˈnjuːkliə(r)	nuclear
tʌn	ton
ɪnˌtɜːrprɪˈteɪʃn	interpretation
boʊt	boat
ˈklaʊd.ləs	cloudless
skɔːld	scald
kəmˈpraɪz	comprise
əˈlæk.rə.ti	alacrity
pəˈremp.tər.i	peremptory
ˈfɔːtʃuːn	fortune
ˈlɪt.ər	litter
ˈmaɪld.li	mildly
ˈflæt.ər.i	flattery
læʃ	lash
ˈpɒr.ɪdʒ	porridge
sɪˈlekt	select
ˈkɑːnsərt	concert
ˈres.ɪ.pi	recipe
rend	rend
ˈɒb.stɪ.nət	obstinate
ˈdʒɜːrni	journey
ˈwɪntər	winter
dɪˈzaɪər	desire
taɪˈtæn.ɪk	titanic
tʃuːz	choose
ˈæktrəs	actress
ˈɔː.tə.ɡrɑːf	autograph
ˈsɪŋər	singer
ˈmiːdiə	media
rɪˈkʌvər	recover
kəˈmɪtmənt	commitment
ˈnəʊ.tɪ.faɪ	notify
ˈræf.l̩	raffle
prɪˈkeə.ri.əs	precarious
ˈdəʊ.kər	joker
praɪˈɔːrəti	priority
əˈɡɑːst	aghast
əˈbɔː.tɪv	abortive
ˈæʃ.treɪ	ashtray
ʃəl	shall
kæt	cat
ˈræn.dəm	random
ˈseɪfli	safely
ədˈvænst	advanced
θeft	theft
ˈmɪdl	middle
kəʊˈhæb.ɪt	cohabit
ˈdʒɒb.ləs	jobless
prəˈpraɪə.tər	proprietor
tʃɜːtʃ	church
ˈluː.zər	loser
ˈʌpə(r)	upper
ˈkɒndʌkt	conduct
kjuːb	cube
θɪŋ	thing
ˈʌðərwaɪz	otherwise
ɑːt	art,ought
ˈraɪtɪŋ	writing
ˈwebsaɪt	website
ækˈtɪvəti	activity
kəˌmjuːnɪˈkeɪʃn	communication
ˈreɪ.ni	rainy
breɪn	brain
ɪnˈvælɪd	invalid
bəˈlɪs.tɪk	ballistic
ˈmiːtə(r)	metre,meter
həʊz	hose
kɜːrb	curb
θiːv	thieve
kəʊˈɒp.ər.ə.tɪv	cooperative
ˈres.paɪt	respite
ˈkiː.həʊl	keyhole
ˌjuːnɪˈvɜːrsəti	university
ˌrep.rɪˈhen.sə.bl̩	reprehensible
ɪɡˈzɪbɪt	exhibit
bɪˈhəʊld	behold
liːʃ	leash
ˈblɪs.tər	blister
ˈdʒɜː.mɪ.neɪt	germinate
ɪˈkɒnəmi	economy
ˈsɜː.tʃɪŋ	searching
ɪnˈtruː.dər	intruder
ˈfrʌn.tɪər	frontier
ˈbrɪliənt	brilliant
kræb	crab
ˈbʌŋ.kər	bunker
ˈhelpfl	helpful
pʌntʃ	punch
ˈkɒl.ə.ni	colony
ˈkɑːn.træk.tɚ	contractor
pəˈteɪtoʊ	potato
spɔːn	spawn
pəˈfʌŋk.tər.i	perfunctory
triːt	treat
tempˈteɪ.ʃən	temptation
ˈriː.leɪ	relay
ˈbeɪ.ɡəl	bagel
ˌmɪsˈɡaɪ.dɪd	misguided
ˈfæn.təm	phantom
flɔːr	floor
ˌæɡ.rəˈveɪ.ʃən	aggravation
ˈprezns	presence
ˈaʊtdɔː(r)	outdoor
ɪkˈstɪŋkt	extinct
ˈlæf.tɚ	laughter
ˈluː.brɪ.kənt	lubricant
ɪkˈspekt	expect
ˈprɒd.ɪ.ɡəl	prodigal
əˈkred.ɪ.tɪd	accredited
rent	rent
ˈbʌtər	butter
ˈbɪt.ən	bitten
rɪˈzaʊnd	resound
tɔːt	taught
ˈsɪmpl	simple
bæɡ	bag
ˈfæʃn	fashion
dɒl	doll
ˈwiːknəs	weakness
ˈwɝːld.waɪd	worldwide
ˈstjuːpɪd	stupid
ˈfɔːr.əm	forum
ɪɡˈzɪstəns	existence
ˈnaʊ.ə.deɪz	nowadays
ˈpɒz.ə.tɪv.li	positively
bləʊk	bloke
sərˈtɪfɪkət	certificate
ˈdɑːknɪs	darkness
ˈdeɪli	daily
ˈpɑːlətɪks	politics
ˈkɔ·fiˌhɑʊs	coffeehouse
wɔːrmθ	warmth
ʌnˈdʒʌst	unjust
noʊ	no,know
swɑːt	swat
ɪkˈspens	expense
taɪts	tights
ˌmɪsˈtrʌst	mistrust
ˈkrɑːs.roʊd	crossroad
ˈɔː.dɪ.bl̩	audible
ˈsɜː.vɪŋ	serving
ˈrʌʃn	Russian
ˈær.ə.ɡənt	arrogant
ˌtrænspɔːˈteɪʃn	transportation
kəˈmænd	command
ˈpɑːs.tʃər	pasture
ˈdɒɡ.i	doggy
ˈbəʊst.fəl	boastful
fɔːrθ	fourth,forth
praɪˈmiː.vəl	primeval
pəˈtenʃl	potential
ˈbɒd.i.ɡɑːd	bodyguard
ˈeθ.ɪ.kəl	ethical
prɪˈkɔː.ʃən	precaution
ˈlænd.fɔːl	landfall
stəʊl	stole
ˈtiːtʃə(r)	teacher
baɪk	bike
preɪz	praise
sɪp	sip
ˈməʊbaɪl	mobile
ˈhæŋˌəʊ.vər	hangover
ˈrɪðəm	rhythm
kætʃ	catch
hjuː	hew,hue
ˌendʒɪˈnɪə(r)	engineer
ˈɡɑː.mənt	garment
ˈdiː.poʊ	depot
fɪʃ	fish
step	step,steppe
ɡriːk	Greek
ɪkˈsiːd	exceed
ˈdʒentli	gently
stuːp	stoop
ˈmɑː.nə.ster.i	monastery
ˈeni	any
ˈpɑː.dən	pardon
dʌmp	dump
priːst	priest
pɒnd	pond
ˈdʒenərəs	generous
wʊf	woof
dɪˈsɪʒn	decision
stræp	strap
ˈedʒ.i	edgy
ˈpet.i	petty
ˈaʊt.kʌm	outcome
ˈælaɪ	ally
ˈbɪl.jɚdz	billiards
ˈsɜː.kɪt	circuit
roʊɡ	rogue
dɪˈbeɪt	debate
səkˈses	success
ˈsɪəriːz	series
ˈævərɪdʒ	average
ˈfɜː.nɪs	furnace
kjuːt	cute
ˌmænjuˈfæktʃə(r)	manufacture
ˈstɪm.jʊ.leɪt	stimulate
dʒɔː	jaw
pɔːn	pawn
dɪsˈhɑː.tən	dishearten
dɪˈsmeɪ	dismay
ˈrekərd	record
ˈsəʊʃl	social
ɪnˈtɜːn	intern
ˈmembəʃɪp	membership
vəˈreɪ.ʃəs	voracious
ˈeɪ.bli	ably
muːn	moon
ˈkɑː.tər	carter
dɒdʒ	dodge
ˈkɒm.pɪ.tənt	competent
stres	stress
tuːb	tube
ˌsaɪənˈtɪfɪk	scientific
ˈpæl.ət	palate,palette
dɪˈsaɪd	decide
ster	stare,stair
ˈɡɑː.dən.ər	gardener
brɪm	brim
ˈlæt̬.ɚ.əl	lateral
ɪmˈplɔːr	implore
dɪˈpliːt	deplete
wɔːr	war,wore
ɡæɡ	gag
